CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal (RM),Total_Trans_Amt (RM),Total_Trans_Ct
780089658,Existing Customer,36,M,3,Unknown,Single,RM60K - RM80K,Blue,21,7381,1608,5638,86
826421958,Attrited Customer,46,F,1,High School,Married,Less than RM40K,Blue,42,1438.3,0,1843,44
778712658,Existing Customer,52,F,0,Uneducated,Married,Less than RM40K,Blue,34,2001,960,4026,86
708158133,Attrited Customer,45,M,3,College,Married,RM80K - RM120K,Blue,36,3031,2517,2188,50
712514508,Existing Customer,47,M,2,Unknown,Married,RM120K +,Blue,37,11354,0,3073,49
710725383,Existing Customer,42,M,3,Doctorate,Divorced,RM40K - RM60K,Blue,36,2012,0,3282,66
772601283,Existing Customer,39,M,1,Post-Graduate,Single,RM80K - RM120K,Blue,29,23034,1992,2514,32
716371308,Existing Customer,40,M,2,Unknown,Single,RM40K - RM60K,Blue,36,4947,0,4497,84
718518858,Existing Customer,50,F,3,Graduate,Married,RM40K - RM60K,Blue,39,1844,1388,5056,81
712579983,Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,30,1438.3,0,2258,59
716511483,Existing Customer,46,M,2,Graduate,Married,Less than RM40K,Blue,39,4752,1400,3404,54
708653958,Attrited Customer,38,M,3,College,Married,RM60K - RM80K,Blue,36,6114,1461,2608,36
712161858,Attrited Customer,55,F,5,Unknown,Single,Less than RM40K,Blue,36,1438.3,0,2244,54
716761308,Existing Customer,37,F,4,Unknown,Single,Less than RM40K,Blue,36,2286,0,5199,83
710547783,Existing Customer,57,F,2,Post-Graduate,Single,RM40K - RM60K,Blue,36,4784,1629,4912,82
772118583,Existing Customer,43,F,1,Uneducated,Married,Less than RM40K,Blue,32,2667,1590,4596,85
712154883,Existing Customer,54,F,2,College,Married,Less than RM40K,Blue,48,2473,1745,4823,72
793842558,Existing Customer,39,F,3,Doctorate,Married,Less than RM40K,Blue,33,2001,1430,4509,69
792695808,Existing Customer,41,M,4,High School,Married,RM120K +,Blue,35,18232,1140,4775,84
798047583,Existing Customer,45,F,4,Uneducated,Married,Unknown,Blue,39,1438.3,0,4596,71
719453283,Existing Customer,45,F,2,Uneducated,Married,Less than RM40K,Blue,36,2918,1597,4454,76
717637908,Existing Customer,36,F,2,College,Unknown,Less than RM40K,Blue,23,1924,971,4951,96
708303108,Existing Customer,50,F,2,Graduate,Married,Less than RM40K,Blue,42,1770,1706,4940,94
788876208,Existing Customer,42,F,2,Graduate,Single,Less than RM40K,Blue,27,2265,0,3826,71
772069683,Existing Customer,59,M,0,High School,Married,RM60K - RM80K,Blue,48,3868,1384,4716,79
780143283,Attrited Customer,43,F,3,Graduate,Married,RM40K - RM60K,Blue,32,2701,2498,2678,37
805453908,Existing Customer,33,M,1,High School,Divorced,RM40K - RM60K,Blue,28,2507,1592,4355,79
780897858,Existing Customer,38,F,2,High School,Single,Less than RM40K,Blue,20,2420,676,3770,76
719881533,Attrited Customer,46,M,2,College,Married,RM40K - RM60K,Silver,34,16547,0,1561,41
717346833,Existing Customer,44,F,3,Graduate,Married,Less than RM40K,Blue,33,1621,0,3764,76
718555308,Existing Customer,59,M,1,Unknown,Single,RM40K - RM60K,Blue,51,3808,713,4845,88
771783333,Attrited Customer,49,F,1,Uneducated,Divorced,RM40K - RM60K,Blue,37,2173,0,2379,57
709208808,Existing Customer,50,F,1,Uneducated,Married,Less than RM40K,Blue,36,2178,1731,4275,71
818901708,Existing Customer,41,F,4,College,Divorced,Unknown,Blue,36,1438.3,0,4539,90
713247408,Existing Customer,51,F,3,Uneducated,Unknown,Less than RM40K,Blue,36,1750,813,4333,68
715617333,Existing Customer,36,F,2,Graduate,Married,Less than RM40K,Blue,26,1438.3,0,4957,88
714230808,Existing Customer,36,F,4,College,Married,Less than RM40K,Blue,36,2466,1750,5005,76
715866033,Existing Customer,37,F,2,High School,Single,Less than RM40K,Blue,36,2535,1352,3840,72
718065333,Existing Customer,39,F,4,Graduate,Married,RM40K - RM60K,Blue,29,2385,1971,3711,81
710756133,Existing Customer,40,F,3,Unknown,Married,Less than RM40K,Blue,31,1811,821,4290,73
713873658,Existing Customer,45,M,4,High School,Single,RM120K +,Blue,37,2701,1986,4767,76
771499233,Existing Customer,46,F,4,High School,Married,Less than RM40K,Blue,34,5387,1133,4374,76
711274458,Attrited Customer,38,F,3,High School,Married,Less than RM40K,Blue,27,1438.3,0,2478,45
790108908,Existing Customer,44,M,2,Post-Graduate,Married,RM80K - RM120K,Blue,37,34058,0,4043,57
797389758,Existing Customer,42,F,2,Graduate,Married,RM40K - RM60K,Silver,36,16290,0,4232,79
827100333,Existing Customer,49,F,3,High School,Married,Less than RM40K,Blue,45,1438.3,726,5208,93
711647808,Existing Customer,55,F,3,Graduate,Single,Less than RM40K,Blue,36,2069,1028,4414,82
714035283,Attrited Customer,56,F,1,Post-Graduate,Married,Less than RM40K,Blue,36,2802,2256,2371,46
720553158,Existing Customer,39,F,1,Graduate,Single,Less than RM40K,Blue,31,3390,2222,5001,82
717924933,Existing Customer,48,F,2,Post-Graduate,Divorced,Unknown,Blue,37,3745,1291,4956,88
802856508,Existing Customer,42,M,2,Graduate,Single,RM80K - RM120K,Blue,36,26690,0,4363,76
708376983,Attrited Customer,58,F,1,Unknown,Single,Unknown,Blue,50,8513,799,2119,37
712673283,Existing Customer,36,F,4,Unknown,Single,Less than RM40K,Blue,26,1438.3,0,4886,85
711862533,Attrited Customer,55,F,1,Uneducated,Married,Less than RM40K,Blue,36,2258,2000,2500,42
772407333,Attrited Customer,41,F,3,Unknown,Married,Less than RM40K,Blue,30,1654,0,1730,30
778356408,Existing Customer,51,F,3,College,Divorced,RM40K - RM60K,Blue,31,2768,1329,4275,78
716791908,Existing Customer,43,M,1,College,Married,RM80K - RM120K,Blue,23,14566,1045,4480,77
757761033,Existing Customer,35,F,3,Graduate,Single,RM40K - RM60K,Blue,28,3250,1560,4673,73
758186433,Existing Customer,37,F,1,Uneducated,Single,Less than RM40K,Blue,30,2353,1095,5038,84
786546783,Existing Customer,59,F,0,College,Married,RM40K - RM60K,Blue,53,1438.3,0,4457,79
789634983,Existing Customer,59,M,1,Graduate,Married,RM40K - RM60K,Blue,53,4188,2200,4911,86
720654183,Attrited Customer,45,M,4,Graduate,Married,RM80K - RM120K,Blue,35,23542,1307,2152,46
715880283,Existing Customer,57,M,1,High School,Single,RM120K +,Blue,47,9272,982,4649,89
719990358,Existing Customer,36,F,3,High School,Married,Less than RM40K,Blue,28,1967,0,4620,77
779348358,Attrited Customer,52,F,1,Uneducated,Single,Less than RM40K,Blue,37,1717,0,3004,46
715130808,Existing Customer,45,M,3,Graduate,Single,RM60K - RM80K,Silver,34,34516,1664,4912,80
713818158,Existing Customer,50,M,1,Doctorate,Single,RM80K - RM120K,Blue,41,5068,991,5173,64
709728183,Existing Customer,46,F,3,College,Married,Less than RM40K,Blue,39,1438.3,0,4370,79
715797783,Existing Customer,55,F,1,Uneducated,Divorced,RM40K - RM60K,Blue,47,2697,1863,4615,81
710879283,Existing Customer,51,M,1,High School,Married,Less than RM40K,Blue,41,1438.3,0,4312,81
827051808,Attrited Customer,44,F,0,College,Married,Less than RM40K,Blue,40,7499,1083,2478,45
710484408,Attrited Customer,39,M,4,Post-Graduate,Married,RM120K +,Blue,29,8700,1742,2306,50
817108083,Attrited Customer,55,M,3,Unknown,Single,RM60K - RM80K,Blue,35,14266,1341,1625,34
715995933,Existing Customer,46,M,0,Graduate,Single,RM120K +,Blue,36,2692,1631,4619,83
713567958,Existing Customer,54,F,3,College,Single,Less than RM40K,Blue,36,2957,1408,4280,82
779118708,Existing Customer,50,F,2,Unknown,Single,Less than RM40K,Blue,32,1438.3,0,4598,78
721484283,Existing Customer,51,F,3,High School,Married,Less than RM40K,Blue,36,3007,2517,4985,84
708817608,Existing Customer,41,F,3,High School,Married,Unknown,Blue,24,3427,1419,4218,74
789231858,Existing Customer,59,M,1,Unknown,Married,RM60K - RM80K,Blue,48,1438.3,642,5177,79
788661408,Existing Customer,47,F,3,Uneducated,Married,Less than RM40K,Blue,33,2990,890,4757,79
813449508,Attrited Customer,61,M,0,Graduate,Married,RM60K - RM80K,Blue,56,9918,850,2485,40
789925833,Existing Customer,50,F,2,High School,Married,Unknown,Blue,41,8159,2277,4402,64
709296558,Existing Customer,53,M,2,Graduate,Single,RM120K +,Blue,36,18551,1434,5364,90
780180033,Existing Customer,31,F,0,Graduate,Married,Less than RM40K,Blue,20,1438.3,0,4397,86
713474733,Attrited Customer,51,M,2,Graduate,Single,RM80K - RM120K,Blue,31,1438.3,327,1783,40
771527508,Existing Customer,60,M,2,Graduate,Single,RM60K - RM80K,Blue,48,10886,1145,3488,66
709614333,Existing Customer,59,F,0,High School,Single,Unknown,Blue,36,10457,2148,4649,74
767005683,Existing Customer,60,M,0,Unknown,Single,RM40K - RM60K,Blue,46,1781,1551,3527,66
718686558,Existing Customer,50,M,2,Unknown,Married,RM120K +,Blue,43,34516,1156,3974,65
715655283,Existing Customer,42,F,3,Graduate,Married,Less than RM40K,Blue,33,2363,1495,4420,65
819631158,Existing Customer,54,F,4,Post-Graduate,Married,Less than RM40K,Blue,49,2802,2219,5924,88
710866758,Existing Customer,42,F,4,High School,Married,Less than RM40K,Blue,31,1640,888,4074,73
790119408,Attrited Customer,48,F,3,Uneducated,Married,Less than RM40K,Blue,41,4960,0,2430,48
771332283,Existing Customer,50,M,4,Graduate,Married,RM80K - RM120K,Blue,38,4601,2517,5056,80
771408483,Existing Customer,48,M,5,Unknown,Unknown,RM60K - RM80K,Blue,36,4100,1956,3584,61
811912608,Existing Customer,52,F,3,Graduate,Married,RM40K - RM60K,Blue,47,2741,1639,5077,87
708684108,Attrited Customer,46,F,4,Graduate,Married,RM40K - RM60K,Blue,34,4152,1446,2218,30
768638208,Existing Customer,50,F,2,Uneducated,Married,Less than RM40K,Blue,44,3386,2517,4890,65
803115258,Attrited Customer,62,M,0,College,Unknown,RM40K - RM60K,Blue,56,3477,0,2113,40
708869283,Existing Customer,50,M,4,High School,Married,RM80K - RM120K,Blue,41,23209,1308,3530,71
720892833,Existing Customer,50,F,3,Graduate,Married,RM40K - RM60K,Blue,39,12610,1123,4199,67
709762008,Existing Customer,48,F,4,High School,Married,Less than RM40K,Blue,38,2090,793,4619,78
708600033,Existing Customer,46,M,2,Graduate,Married,RM40K - RM60K,Blue,39,1610,0,4958,87
708736608,Attrited Customer,40,M,3,Graduate,Married,RM120K +,Blue,27,2269,0,2108,39
713047608,Attrited Customer,40,F,2,College,Unknown,Less than RM40K,Blue,36,2387,2013,2134,41
711717258,Existing Customer,54,F,3,Graduate,Single,RM40K - RM60K,Blue,39,4036,1329,5315,82
711886383,Attrited Customer,54,F,5,High School,Married,Unknown,Blue,44,5342,605,2426,46
713058858,Attrited Customer,54,F,2,Graduate,Unknown,Less than RM40K,Blue,46,1695,913,2130,48
713993208,Existing Customer,37,F,3,Doctorate,Married,Less than RM40K,Blue,36,1438.3,0,4314,82
717855933,Existing Customer,38,F,2,High School,Married,RM40K - RM60K,Blue,27,1776,1586,4350,71
713436183,Existing Customer,42,F,3,High School,Married,RM40K - RM60K,Blue,29,5640,0,4739,80
778360608,Existing Customer,42,F,1,College,Divorced,Less than RM40K,Blue,22,2403,1105,4186,77
710914158,Existing Customer,45,F,4,College,Married,Less than RM40K,Blue,36,3349,2517,4405,55
714789033,Attrited Customer,54,F,1,Graduate,Married,Less than RM40K,Blue,50,3173,2517,2763,51
809811858,Attrited Customer,43,M,5,High School,Unknown,RM80K - RM120K,Blue,38,1504,0,2530,43
826709658,Attrited Customer,45,F,3,Graduate,Divorced,RM40K - RM60K,Blue,41,1477,0,2214,43
752648883,Existing Customer,49,F,2,College,Single,Less than RM40K,Blue,41,2018,1366,4842,69
715771608,Existing Customer,41,M,3,Graduate,Married,RM120K +,Silver,36,34516,1453,4147,76
719061933,Existing Customer,44,F,4,Graduate,Married,Unknown,Blue,34,2105,0,4190,67
792345258,Existing Customer,46,F,2,Uneducated,Divorced,Unknown,Blue,40,20080,0,4620,70
711765708,Existing Customer,39,F,1,Graduate,Unknown,Less than RM40K,Blue,36,6690,1912,3875,60
783393633,Existing Customer,46,M,3,Graduate,Unknown,RM80K - RM120K,Blue,37,1530,0,4256,78
779667408,Existing Customer,58,M,1,Post-Graduate,Single,RM80K - RM120K,Blue,41,2915,1494,4235,73
805461783,Existing Customer,47,F,3,Graduate,Divorced,Less than RM40K,Blue,42,1438.3,0,4735,87
719098308,Attrited Customer,56,F,2,High School,Single,Less than RM40K,Blue,42,2423,268,2516,59
771433608,Existing Customer,54,M,4,Uneducated,Single,RM80K - RM120K,Blue,42,11742,0,4053,70
825811158,Existing Customer,51,F,2,High School,Single,Less than RM40K,Blue,47,3069,2517,4512,83
715252383,Existing Customer,58,F,2,High School,Divorced,Unknown,Gold,36,34516,1864,3595,52
809092458,Existing Customer,36,F,4,Uneducated,Married,RM40K - RM60K,Blue,31,2517,1336,5211,83
713706258,Existing Customer,52,F,1,Unknown,Single,Less than RM40K,Blue,43,1438.3,773,4890,63
714693708,Existing Customer,45,F,3,Graduate,Married,RM40K - RM60K,Blue,36,2216,1992,4103,77
721072908,Existing Customer,51,M,0,Doctorate,Single,RM60K - RM80K,Blue,36,3232,1346,5102,69
716675358,Existing Customer,54,F,1,College,Single,Less than RM40K,Blue,41,3478,941,4607,83
708128733,Existing Customer,50,F,3,Post-Graduate,Single,Unknown,Blue,36,1814,0,5014,99
711392508,Existing Customer,37,F,2,Graduate,Married,Less than RM40K,Blue,25,1438.3,0,4513,75
771420708,Existing Customer,42,F,4,Unknown,Single,Less than RM40K,Blue,30,1446,621,4860,68
721207908,Existing Customer,47,F,5,High School,Single,Less than RM40K,Blue,37,1493,0,4655,95
715798608,Existing Customer,45,F,4,Graduate,Married,RM40K - RM60K,Blue,34,4244,1066,4016,89
716758008,Existing Customer,40,M,5,High School,Single,RM40K - RM60K,Blue,20,2984,1879,4813,83
714847983,Existing Customer,48,M,3,Unknown,Single,RM80K - RM120K,Blue,36,2713,2201,4220,79
716975583,Existing Customer,42,F,2,Unknown,Single,RM40K - RM60K,Blue,34,2471,1658,4406,62
804434058,Existing Customer,47,M,1,College,Married,RM60K - RM80K,Silver,42,27437,0,4660,79
714293358,Existing Customer,54,F,4,College,Single,Less than RM40K,Blue,46,4166,989,4584,70
710989008,Existing Customer,38,M,1,Graduate,Unknown,RM40K - RM60K,Blue,27,13100,1436,3201,78
757194408,Attrited Customer,43,M,3,College,Married,RM60K - RM80K,Blue,36,1438.3,0,1707,38
711459483,Existing Customer,43,F,3,High School,Unknown,Less than RM40K,Blue,36,2242,0,4845,66
762020133,Attrited Customer,37,F,3,High School,Married,Unknown,Blue,30,9874,0,2446,47
719256483,Existing Customer,41,F,4,High School,Single,RM40K - RM60K,Blue,30,4432,1335,4144,79
717211608,Existing Customer,45,F,3,Unknown,Single,Less than RM40K,Blue,34,4975,1221,4776,68
717125958,Existing Customer,49,F,3,Unknown,Married,Less than RM40K,Blue,38,2652,1581,4747,80
779261433,Existing Customer,54,F,2,Graduate,Single,Less than RM40K,Blue,36,2043,1597,3553,61
780720258,Attrited Customer,45,M,4,High School,Divorced,Less than RM40K,Blue,34,3489,2517,2684,39
715593783,Existing Customer,52,M,1,Unknown,Married,RM80K - RM120K,Blue,36,14858,1594,4286,72
770858283,Existing Customer,40,F,4,High School,Married,RM40K - RM60K,Blue,27,2822,2182,5371,93
718570158,Existing Customer,54,F,4,College,Single,Less than RM40K,Blue,44,2901,2517,4731,83
711039633,Existing Customer,52,F,4,Post-Graduate,Married,Less than RM40K,Blue,36,1594,0,4653,65
714074808,Existing Customer,58,F,0,High School,Married,Less than RM40K,Blue,36,2241,1670,4653,75
710439483,Existing Customer,51,F,2,Graduate,Single,Less than RM40K,Blue,39,2581,1722,4431,79
717516333,Existing Customer,40,M,2,Graduate,Married,RM120K +,Blue,33,14713,905,4125,82
788835408,Attrited Customer,49,F,3,Unknown,Married,Less than RM40K,Blue,33,2910,0,2648,41
716414958,Existing Customer,39,F,3,High School,Single,Unknown,Blue,36,2366,1927,3659,66
712327608,Attrited Customer,54,F,0,Doctorate,Single,Less than RM40K,Blue,36,2708,0,2321,45
796326483,Existing Customer,42,M,3,High School,Married,RM80K - RM120K,Blue,36,1681,0,5416,82
714146208,Existing Customer,40,F,4,Unknown,Single,Less than RM40K,Blue,32,2594,2159,3872,71
779166783,Existing Customer,41,F,4,Unknown,Single,RM40K - RM60K,Blue,31,2128,1383,3968,81
720818658,Existing Customer,50,F,1,Uneducated,Married,Less than RM40K,Blue,38,1438.3,0,4594,86
712982808,Attrited Customer,47,M,2,Doctorate,Divorced,RM80K - RM120K,Blue,32,1438.3,0,2388,42
718657083,Existing Customer,46,M,3,High School,Married,RM60K - RM80K,Blue,36,4696,0,4828,62
715222533,Attrited Customer,52,F,3,Graduate,Married,Less than RM40K,Blue,36,2566,1079,2340,36
718187508,Existing Customer,53,F,2,Unknown,Married,Unknown,Blue,36,2592,1364,4208,68
802455633,Existing Customer,56,F,1,Unknown,Single,Less than RM40K,Blue,50,1698,0,4371,74
714493983,Existing Customer,57,F,2,Graduate,Married,RM40K - RM60K,Blue,47,4682,1010,4322,83
780664758,Existing Customer,56,F,2,Uneducated,Married,RM40K - RM60K,Blue,44,4439,1513,4532,95
718466883,Existing Customer,34,F,1,Uneducated,Single,Less than RM40K,Blue,25,2689,1618,4237,79
771338658,Existing Customer,46,M,2,High School,Married,RM80K - RM120K,Blue,30,11670,915,4277,89
709052883,Existing Customer,47,F,4,High School,Single,RM40K - RM60K,Blue,36,1596,0,5678,81
708373083,Attrited Customer,40,F,4,Unknown,Married,RM40K - RM60K,Blue,30,3356,2517,2032,39
716157408,Existing Customer,53,M,0,High School,Married,RM60K - RM80K,Blue,46,1590,0,4229,73
713305233,Existing Customer,55,M,2,Graduate,Single,RM80K - RM120K,Blue,46,4994,0,4802,81
713000058,Existing Customer,51,F,3,Graduate,Married,RM40K - RM60K,Silver,44,16406,0,4075,75
714909858,Existing Customer,52,F,2,Unknown,Married,Less than RM40K,Blue,36,2451,1733,5283,90
804371733,Existing Customer,40,M,2,Uneducated,Married,RM80K - RM120K,Blue,29,9109,1347,3991,84
772846383,Existing Customer,45,F,1,Unknown,Single,Less than RM40K,Blue,36,2632,1480,4787,89
712552608,Attrited Customer,46,F,3,Graduate,Married,Less than RM40K,Blue,34,1438.3,0,2658,43
719887008,Existing Customer,38,F,3,Graduate,Married,Less than RM40K,Blue,36,1757,1352,4121,81
773342808,Existing Customer,46,F,1,Unknown,Single,Less than RM40K,Blue,40,2711,1793,5084,79
708375858,Existing Customer,47,F,4,High School,Divorced,Less than RM40K,Blue,36,2776,1341,4318,68
789417708,Existing Customer,44,F,2,Uneducated,Married,RM40K - RM60K,Blue,35,1438.3,1091,4988,90
794675058,Attrited Customer,36,M,3,Graduate,Married,RM80K - RM120K,Blue,21,5015,1963,2491,43
718034058,Existing Customer,40,M,4,Graduate,Single,RM60K - RM80K,Blue,36,8529,901,4252,68
778919583,Existing Customer,49,F,0,Graduate,Married,Less than RM40K,Blue,30,1604,1112,4253,68
713850783,Existing Customer,56,F,1,College,Married,Unknown,Blue,36,4263,0,4876,70
814785108,Existing Customer,45,F,1,Graduate,Married,Less than RM40K,Blue,40,2493,1655,4473,76
809616108,Attrited Customer,38,F,2,High School,Single,Less than RM40K,Blue,33,1568,0,2812,59
809378133,Existing Customer,43,F,3,Uneducated,Single,Less than RM40K,Blue,38,1521,0,4880,79
779658408,Existing Customer,48,M,2,Graduate,Single,RM40K - RM60K,Blue,31,3261,1730,4242,65
717954333,Existing Customer,39,F,2,Unknown,Single,Less than RM40K,Blue,25,1781,935,5093,77
737052258,Existing Customer,62,F,1,Unknown,Single,Less than RM40K,Blue,55,5284,2517,4525,63
708108333,Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,36,5590,0,1507,32
715047333,Existing Customer,57,F,1,High School,Married,Unknown,Blue,36,1734,980,4313,92
714390858,Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,36,7645,931,5016,73
717107808,Existing Customer,48,F,1,Uneducated,Unknown,RM40K - RM60K,Blue,39,1438.3,1218,4600,76
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than RM40K,Blue,23,2207,1527,4159,64
720357483,Existing Customer,46,F,1,College,Married,Less than RM40K,Blue,23,1723,1010,4112,82
803339583,Existing Customer,49,F,2,Post-Graduate,Married,Less than RM40K,Blue,44,1644,0,4898,82
708972783,Attrited Customer,48,F,4,College,Married,Less than RM40K,Blue,37,1745,0,2297,44
710157108,Existing Customer,42,F,3,Graduate,Single,RM40K - RM60K,Blue,33,3376,1661,4629,75
721483158,Existing Customer,47,M,3,Graduate,Married,RM60K - RM80K,Blue,29,7298,0,4512,72
767553333,Attrited Customer,45,M,3,Graduate,Single,RM80K - RM120K,Blue,39,8383,0,2600,44
710436108,Existing Customer,41,M,4,High School,Unknown,RM40K - RM60K,Blue,29,3600,746,4184,61
779870883,Existing Customer,45,F,4,High School,Single,RM40K - RM60K,Blue,29,4595,1781,3746,68
817188408,Existing Customer,57,M,0,Uneducated,Divorced,RM80K - RM120K,Blue,39,2795,1832,4679,67
719723658,Existing Customer,49,F,2,Uneducated,Single,Less than RM40K,Blue,39,1768,0,4628,90
806189658,Existing Customer,50,F,2,Uneducated,Single,Less than RM40K,Blue,45,1780,893,4630,73
789070233,Existing Customer,51,F,3,Graduate,Divorced,Less than RM40K,Blue,39,2987,1764,4339,72
712013808,Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,24,2717,1720,4196,71
708602283,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36,2887,0,3941,82
809452383,Existing Customer,37,F,2,Graduate,Married,Less than RM40K,Blue,32,1438.3,0,4733,89
714413283,Existing Customer,46,M,3,Unknown,Married,RM80K - RM120K,Blue,40,10879,860,4629,69
712407783,Existing Customer,39,F,1,Graduate,Single,Less than RM40K,Blue,28,1809,1181,4452,83
720062508,Attrited Customer,38,F,2,Unknown,Married,RM40K - RM60K,Blue,28,1628,0,2527,41
717878883,Existing Customer,45,F,3,Unknown,Single,Less than RM40K,Blue,36,1438.3,0,4463,71
714013983,Attrited Customer,37,F,4,Post-Graduate,Married,Less than RM40K,Blue,36,1586,0,2109,41
753208833,Existing Customer,43,F,5,Uneducated,Married,RM40K - RM60K,Blue,36,2311,1320,3967,71
721241583,Existing Customer,48,F,3,Graduate,Married,Less than RM40K,Blue,43,2109,1205,2935,60
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than RM40K,Blue,40,1562,1057,5019,78
711540108,Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,33,1438.3,0,2316,48
823878408,Existing Customer,39,M,4,Graduate,Married,RM80K - RM120K,Blue,35,2981,757,4824,76
779533983,Existing Customer,47,M,2,College,Divorced,RM80K - RM120K,Blue,31,5295,723,4412,90
713583408,Attrited Customer,51,F,4,Graduate,Single,RM40K - RM60K,Blue,37,4708,920,2179,50
714037308,Existing Customer,54,M,2,High School,Married,RM60K - RM80K,Blue,50,2210,1002,4798,86
715581633,Existing Customer,53,F,3,Unknown,Married,RM40K - RM60K,Blue,45,1972,0,5085,73
795684783,Existing Customer,48,M,4,High School,Single,RM60K - RM80K,Blue,42,2384,1596,3149,59
718645308,Existing Customer,35,M,4,College,Married,Less than RM40K,Blue,36,2311,1222,4730,89
717870108,Existing Customer,46,F,4,Unknown,Unknown,RM40K - RM60K,Blue,37,1912,1172,4841,81
815515158,Existing Customer,49,F,2,Unknown,Single,RM40K - RM60K,Blue,44,2147,1402,4240,69
713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than RM40K,Blue,23,3214,0,2119,44
715058433,Existing Customer,43,F,4,Uneducated,Married,Less than RM40K,Blue,36,3006,879,5125,87
794771208,Existing Customer,52,M,3,Unknown,Single,RM80K - RM120K,Blue,46,2735,1942,3724,66
720180633,Existing Customer,50,M,2,College,Married,RM120K +,Blue,36,3390,2385,4128,73
815539233,Attrited Customer,54,M,4,High School,Single,RM80K - RM120K,Silver,49,34516,214,1201,22
778933983,Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,39,11249,2012,3882,55
717960033,Existing Customer,52,F,1,Graduate,Single,Less than RM40K,Blue,44,2484,1495,4084,86
825368658,Existing Customer,40,F,4,High School,Single,Less than RM40K,Blue,36,2932,1664,4795,82
721154208,Existing Customer,60,F,1,Unknown,Married,Less than RM40K,Blue,36,2882,2081,4933,103
718572408,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than RM40K,Blue,36,2658,694,4774,92
749571633,Existing Customer,44,F,2,College,Unknown,Unknown,Blue,37,5589,1336,4262,75
713914683,Existing Customer,44,F,1,Graduate,Single,RM40K - RM60K,Blue,36,1484,885,4819,74
713301633,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,36,1678,1162,4402,87
711399408,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,12373,0,2462,40
711494208,Existing Customer,52,M,2,Unknown,Married,Less than RM40K,Blue,36,2846,1606,5092,86
711716133,Attrited Customer,42,F,3,High School,Married,RM40K - RM60K,Blue,34,1585,1381,2360,40
713906508,Existing Customer,42,F,3,Unknown,Single,Less than RM40K,Blue,36,2837,834,3892,69
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than RM40K,Blue,43,2066,1077,4678,91
719538183,Existing Customer,47,M,1,High School,Married,RM60K - RM80K,Blue,36,20789,0,4105,67
718957083,Existing Customer,48,F,1,Graduate,Single,Less than RM40K,Blue,35,1449,0,4797,88
720872433,Attrited Customer,39,F,1,Uneducated,Single,RM40K - RM60K,Blue,28,3911,0,2867,42
779403558,Existing Customer,56,F,0,Unknown,Married,Less than RM40K,Blue,45,1737,0,4611,73
788994783,Existing Customer,48,F,3,Graduate,Single,Less than RM40K,Blue,35,1815,557,4519,76
715530258,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,4848,2517,2353,53
803380383,Existing Customer,46,F,5,Graduate,Divorced,Less than RM40K,Blue,40,1592,925,4615,90
716766033,Existing Customer,40,F,4,Unknown,Single,Less than RM40K,Blue,31,1768,1242,4439,65
757300008,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,8128,2344,4251,80
810986883,Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,2557,1898,4808,83
819200133,Existing Customer,44,M,3,Graduate,Unknown,RM60K - RM80K,Blue,39,2991,642,4646,62
710410158,Attrited Customer,49,M,2,Graduate,Unknown,RM80K - RM120K,Blue,38,34516,0,1592,35
714488433,Existing Customer,45,M,2,Unknown,Married,RM80K - RM120K,Blue,36,19099,2517,4837,77
714267858,Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,4559,1680,4934,76
827062158,Existing Customer,58,M,2,High School,Single,RM80K - RM120K,Blue,54,22981,1696,4192,66
710669733,Existing Customer,38,F,1,Graduate,Single,RM40K - RM60K,Blue,36,2358,1965,4922,80
716498883,Existing Customer,48,M,4,Graduate,Single,RM80K - RM120K,Blue,36,22067,685,3577,64
780529908,Existing Customer,43,F,3,College,Single,Less than RM40K,Blue,30,2023,1331,5098,79
714028083,Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,31,2222,0,4095,65
714572208,Existing Customer,59,M,2,Graduate,Single,RM60K - RM80K,Blue,36,1438.3,788,4297,65
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,RM80K - RM120K,Blue,36,8958,0,2131,43
721409358,Existing Customer,36,F,1,Uneducated,Single,Less than RM40K,Blue,21,1937,733,4547,73
